Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
September 30 2023,Hardin,KY,Passenger,1,0,1,51,52,1.92
April 30 2021,Stafford,VA,Passenger,2,1,3,101,104,2.88
December 31 2019,Pacific,WA,Truck,0,0,0,7721,7721,0.00
December 31 2017,Whitman,WA,Passenger,17,20,37,22425,22462,0.16
September 30 2020,DeKalb,GA,Passenger,1,0,1,81,82,1.22
May 31 2021,Asotin,WA,Truck,0,0,0,6781,6781,0.00
January 31 2020,Cumberland,NC,Passenger,0,2,2,495,497,0.40
July 31 2020,Kern,CA,Passenger,0,1,1,224,225,0.44
May 31 2018,Richmond,GA,Passenger,0,1,1,93,94,1.06
November 30 2022,Williams,ND,Passenger,0,1,1,5,6,16.67
April 30 2023,Napa,CA,Passenger,0,1,1,10,11,9.09
May 31 2022,Kitsap,WA,Passenger,2353,1031,3384,178551,181935,1.86
January 31 2019,Walla Walla,WA,Passenger,42,54,96,36135,36231,0.26
November 30 2020,Pacific,WA,Passenger,36,34,70,15734,15804,0.44
January 31 2017,Clark,WA,Truck,0,0,0,77521,77521,0.00
March 31 2019,Shasta,CA,Passenger,1,0,1,43,44,2.27
June 30 2021,Montgomery,OH,Passenger,0,1,1,56,57,1.75
September 30 2021,Pacific,WA,Passenger,49,57,106,16069,16175,0.66
February 29 2020,San Francisco,CA,Passenger,2,1,3,103,106,2.83
August 31 2021,Arapahoe,CO,Passenger,1,0,1,109,110,0.91
October 31 2020,Harford,MD,Passenger,0,1,1,60,61,1.64
October 31 2019,Pinellas,FL,Passenger,1,1,2,115,117,1.71
August 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
July 31 2018,San Juan,WA,Passenger,149,62,211,14113,14324,1.47
March 31 2017,Okanogan,WA,Passenger,3,16,19,25638,25657,0.07
November 30 2020,Chelan,WA,Truck,0,0,0,22774,22774,0.00
February 28 2019,Nueces,TX,Passenger,1,1,2,89,91,2.20
August 31 2017,Canyon,ID,Passenger,0,1,1,98,99,1.01
April 30 2019,Saratoga,NY,Passenger,1,0,1,56,57,1.75
February 29 2020,Cascade,MT,Passenger,0,1,1,57,58,1.72
July 31 2019,Bucks,PA,Passenger,1,0,1,23,24,4.17
May 31 2019,Asotin,WA,Passenger,12,8,20,12674,12694,0.16
March 31 2017,Virginia Beach,VA,Passenger,2,1,3,656,659,0.46
October 31 2019,DeKalb,GA,Passenger,1,0,1,84,85,1.18
October 31 2020,Plaquemines,LA,Passenger,0,1,1,13,14,7.14
May 31 2023,Larimer,CO,Passenger,1,0,1,34,35,2.86
August 31 2020,El Paso,CO,Passenger,2,1,3,721,724,0.41
August 31 2023,Los Angeles,CA,Passenger,4,4,8,525,533,1.50
December 31 2021,Salt Lake,UT,Passenger,1,1,2,159,161,1.24
June 30 2021,Kitsap,WA,Truck,0,0,0,54469,54469,0.00
August 31 2021,Polk,FL,Passenger,1,0,1,60,61,1.64
January 31 2017,Thurston,WA,Passenger,336,299,635,184955,185590,0.34
April 30 2019,Richland,SC,Passenger,0,1,1,164,165,0.61
October 31 2019,Klamath,OR,Passenger,1,0,1,39,40,2.50
July 31 2019,Yakima,WA,Passenger,109,107,216,165393,165609,0.13
March 31 2017,San Mateo,CA,Passenger,0,1,1,157,158,0.63
July 31 2020,El Paso,CO,Passenger,2,1,3,729,732,0.41
October 31 2021,Rogers,OK,Passenger,1,0,1,3,4,25.00
November 30 2017,Lewis,WA,Truck,0,0,0,25235,25235,0.00
February 28 2018,Sacramento,CA,Passenger,1,0,1,302,303,0.33
January 31 2023,Broward,FL,Passenger,1,0,1,69,70,1.43
February 28 2023,Wahkiakum,WA,Truck,1,0,1,1794,1795,0.06
July 31 2019,Charles,MD,Passenger,0,1,1,90,91,1.10
October 31 2017,Kittitas,WA,Passenger,33,23,56,28115,28171,0.20
June 30 2017,Montgomery,MD,Passenger,1,0,1,308,309,0.32
May 31 2019,Klickitat,WA,Truck,0,0,0,8237,8237,0.00
March 31 2021,Whitman,WA,Truck,0,0,0,8555,8555,0.00
March 31 2019,Tulsa,OK,Passenger,1,1,2,49,51,3.92
September 30 2023,Kent,DE,Passenger,1,0,1,34,35,2.86
October 31 2020,Stafford,VA,Passenger,1,1,2,96,98,2.04
July 31 2022,Grays Harbor,WA,Passenger,214,162,376,48915,49291,0.76
February 28 2019,Jefferson,NY,Passenger,0,2,2,220,222,0.90
November 30 2017,Brevard,FL,Passenger,0,1,1,106,107,0.93
March 31 2022,El Paso,CO,Passenger,3,1,4,640,644,0.62
October 31 2017,Richmond,GA,Passenger,0,1,1,91,92,1.09
June 30 2018,Clay,FL,Passenger,0,1,1,93,94,1.06
August 31 2020,Kern,CA,Passenger,0,1,1,222,223,0.45
June 30 2022,Queens,NY,Passenger,1,0,1,40,41,2.44
June 30 2019,Monroe,IL,Passenger,1,0,1,5,6,16.67
February 28 2022,Kitsap,WA,Passenger,2229,982,3211,179558,182769,1.76
August 31 2017,Arlington,VA,Passenger,1,2,3,168,171,1.75
August 31 2022,Elmore,ID,Passenger,1,0,1,13,14,7.14
March 31 2022,Montgomery,PA,Passenger,2,0,2,23,25,8.00
February 28 2017,Collier,FL,Passenger,1,0,1,21,22,4.55
December 31 2019,Island,WA,Passenger,375,254,629,63592,64221,0.98
June 30 2020,Okanogan,WA,Truck,0,0,0,16443,16443,0.00
June 30 2017,Cascade,MT,Passenger,0,1,1,59,60,1.67
December 31 2022,Maricopa,AZ,Passenger,7,4,11,770,781,1.41
February 28 2021,Clark,NV,Passenger,5,2,7,656,663,1.06
April 30 2017,Ventura,CA,Passenger,0,1,1,366,367,0.27
June 30 2018,New London,CT,Passenger,0,1,1,253,254,0.39
December 31 2022,Ferry,WA,Truck,0,0,0,3551,3551,0.00
August 31 2020,Thurston,WA,Passenger,1194,752,1946,197050,198996,0.98
September 30 2017,Richland,SC,Passenger,0,1,1,188,189,0.53
May 31 2023,Kern,CA,Passenger,1,1,2,173,175,1.14
August 31 2022,Yakima,WA,Truck,1,0,1,61369,61370,0.00
October 31 2020,Santa Clara,CA,Passenger,5,2,7,279,286,2.45
September 30 2017,Prince William,VA,Passenger,0,3,3,267,270,1.11
September 30 2020,New London,CT,Passenger,1,2,3,239,242,1.24
November 30 2018,Lewis,WA,Passenger,89,71,160,58206,58366,0.27
April 30 2023,Jefferson,WA,Truck,10,0,10,9317,9327,0.11
September 30 2018,Klamath,OR,Passenger,1,0,1,35,36,2.78
July 31 2019,Montgomery,AL,Passenger,0,1,1,44,45,2.22
January 31 2019,Pima,AZ,Passenger,1,1,2,414,416,0.48
February 28 2021,Suffolk,VA,Passenger,1,0,1,126,127,0.79
February 29 2020,Albemarle,VA,Passenger,1,0,1,26,27,3.70
May 31 2018,Kitsap,WA,Passenger,780,453,1233,177893,179126,0.69
March 31 2019,Thurston,WA,Passenger,802,598,1400,196160,197560,0.71
April 30 2018,Grays Harbor,WA,Truck,0,0,0,20130,20130,0.00
June 30 2023,Pend Oreille,WA,Truck,0,0,0,5584,5584,0.00
February 28 2022,Suffolk,VA,Passenger,1,0,1,124,125,0.80
November 30 2021,Arlington,VA,Passenger,1,1,2,129,131,1.53
June 30 2017,Fulton,GA,Passenger,1,0,1,115,116,0.86
December 31 2020,Walla Walla,WA,Truck,0,0,0,13869,13869,0.00
October 31 2022,Kings,CA,Passenger,2,1,3,294,297,1.01
February 28 2021,Pacific,WA,Passenger,37,38,75,15817,15892,0.47
March 31 2020,Multnomah,OR,Passenger,4,7,11,733,744,1.48
April 30 2023,St. Clair,IL,Passenger,2,0,2,102,104,1.92
November 30 2017,Carroll,NH,Passenger,0,1,1,1,2,50.00
May 31 2020,Bexar,TX,Passenger,2,5,7,615,622,1.13
August 31 2023,Cowlitz,WA,Truck,10,0,10,27613,27623,0.04
August 31 2018,Prince George,VA,Passenger,0,1,1,79,80,1.25
June 30 2020,Calvert,MD,Passenger,0,2,2,91,93,2.15
February 28 2019,Wahkiakum,WA,Passenger,1,1,2,3019,3021,0.07
October 31 2021,Collier,FL,Passenger,1,0,1,18,19,5.26
June 30 2018,Douglas,WA,Truck,0,0,0,11949,11949,0.00
August 31 2021,Salt Lake,UT,Passenger,0,1,1,167,168,0.60
December 31 2021,Yamhill,OR,Passenger,1,0,1,34,35,2.86
September 30 2019,Oklahoma,OK,Passenger,0,1,1,131,132,0.76
December 31 2021,Jefferson,NY,Passenger,1,1,2,206,208,0.96
June 30 2023,Anchorage,AK,Passenger,1,0,1,91,92,1.09
June 30 2023,DuPage,IL,Passenger,0,1,1,28,29,3.45
May 31 2023,San Juan,WA,Passenger,613,176,789,13777,14566,5.42
October 31 2018,Walla Walla,WA,Passenger,36,50,86,35991,36077,0.24
July 31 2021,Deschutes,OR,Passenger,1,0,1,112,113,0.88
July 31 2020,Lincoln,WA,Truck,0,0,0,4659,4659,0.00
June 30 2020,Montgomery,OH,Passenger,0,1,1,48,49,2.04
September 30 2021,Skamania,WA,Passenger,53,39,92,8381,8473,1.09
June 30 2021,Douglas,CO,Passenger,0,1,1,78,79,1.27
October 31 2017,Tulare,CA,Passenger,1,0,1,193,194,0.52
January 31 2020,Tuolumne,CA,Passenger,0,1,1,11,12,8.33
November 30 2018,Franklin,WA,Passenger,38,64,102,58943,59045,0.17
January 31 2022,Suffolk,MA,Passenger,0,2,2,26,28,7.14
April 30 2023,Whitman,WA,Truck,4,0,4,8591,8595,0.05
September 30 2021,Wilson,NC,Passenger,1,0,1,0,1,100.00
September 30 2019,Columbia,WA,Passenger,3,2,5,2447,2452,0.20
January 31 2018,Saratoga,NY,Passenger,1,1,2,67,69,2.90
August 31 2018,Charleston,SC,Passenger,1,0,1,131,132,0.76
July 31 2022,Sarasota,FL,Passenger,2,0,2,26,28,7.14
May 31 2022,Okaloosa,FL,Passenger,0,1,1,102,103,0.97
June 30 2021,Columbia,WA,Truck,0,0,0,1545,1545,0.00
May 31 2021,Manassas,VA,Passenger,0,1,1,7,8,12.50
January 31 2021,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
February 28 2021,Montgomery,PA,Passenger,1,0,1,25,26,3.85
June 30 2022,Elmore,ID,Passenger,1,0,1,13,14,7.14
May 31 2018,Northampton,PA,Passenger,0,1,1,64,65,1.54
November 30 2019,Skagit,WA,Passenger,347,210,557,92572,93129,0.60
June 30 2021,Nueces,TX,Passenger,1,0,1,72,73,1.37
June 30 2023,Fairbanks North Star,AK,Passenger,0,1,1,44,45,2.22
October 31 2021,New London,CT,Passenger,1,4,5,214,219,2.28
May 31 2020,Shasta,CA,Passenger,1,0,1,37,38,2.63
December 31 2021,Frederick,MD,Passenger,1,1,2,73,75,2.67
February 28 2022,Orange,FL,Passenger,2,0,2,99,101,1.98
November 30 2019,Cascade,MT,Passenger,0,1,1,58,59,1.69
April 30 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
February 28 2019,Columbia,WA,Passenger,2,2,4,2431,2435,0.16
May 31 2018,Yakima,WA,Truck,0,0,0,58336,58336,0.00
September 30 2019,Clark,WA,Truck,0,0,0,80968,80968,0.00
May 31 2017,Wayne,MI,Passenger,0,1,1,69,70,1.43
March 31 2017,Bergen,NJ,Passenger,0,2,2,32,34,5.88
June 30 2020,Rogers,OK,Passenger,1,0,1,5,6,16.67
September 30 2017,Grays Harbor,WA,Passenger,38,38,76,45130,45206,0.17
July 31 2023,Thurston,WA,Truck,64,0,64,53480,53544,0.12
June 30 2019,Santa Rosa,FL,Passenger,1,0,1,89,90,1.11
March 31 2023,Middlesex,MA,Passenger,2,1,3,63,66,4.55
July 31 2020,Lee,FL,Passenger,1,0,1,51,52,1.92
December 31 2022,Polk,OR,Passenger,0,1,1,20,21,4.76
May 31 2022,Orange,NC,Passenger,0,1,1,9,10,10.00
December 31 2018,Randolph,NC,Passenger,1,0,1,6,7,14.29
April 30 2019,Franklin,WA,Passenger,53,67,120,59467,59587,0.20
May 31 2021,San Juan,WA,Truck,0,0,0,5924,5924,0.00
January 31 2019,Anne Arundel,MD,Passenger,0,2,2,457,459,0.44
December 31 2020,Philadelphia,PA,Passenger,1,0,1,63,64,1.56
September 30 2020,San Joaquin,CA,Passenger,1,0,1,120,121,0.83
February 28 2023,Alameda,CA,Passenger,4,0,4,168,172,2.33
October 31 2022,San Juan,WA,Truck,7,0,7,5951,5958,0.12
November 30 2021,Kings,CA,Passenger,2,0,2,330,332,0.60
November 30 2022,Montgomery,AL,Passenger,0,1,1,35,36,2.78
August 31 2017,Alameda,CA,Passenger,0,1,1,360,361,0.28
August 31 2020,San Joaquin,CA,Passenger,1,0,1,126,127,0.79
June 30 2020,Denton,TX,Passenger,1,0,1,90,91,1.10
May 31 2017,Orange,FL,Passenger,1,1,2,144,146,1.37
May 31 2023,Philadelphia,PA,Passenger,1,0,1,32,33,3.03
June 30 2020,Asotin,WA,Truck,0,0,0,6638,6638,0.00
June 30 2021,New York,NY,Passenger,1,0,1,46,47,2.13
February 28 2023,Hudson,NJ,Passenger,1,0,1,27,28,3.57
March 31 2022,Clark,WA,Passenger,3743,1656,5399,318265,323664,1.67
July 31 2022,Multnomah,OR,Passenger,0,3,3,510,513,0.58
February 28 2022,Harnett,NC,Passenger,1,0,1,152,153,0.65
January 31 2021,Loudoun,VA,Passenger,1,0,1,72,73,1.37
December 31 2020,Plaquemines,LA,Passenger,0,1,1,13,14,7.14
September 30 2023,Pulaski,AR,Passenger,2,0,2,14,16,12.50
April 30 2023,Adams,WA,Truck,2,0,2,5329,5331,0.04
May 31 2022,Pend Oreille,WA,Truck,0,0,0,5628,5628,0.00
February 28 2022,Broward,FL,Passenger,2,0,2,96,98,2.04
July 31 2018,Orleans,LA,Passenger,0,1,1,47,48,2.08
May 31 2018,Clark,WA,Passenger,963,696,1659,307139,308798,0.54
November 30 2021,Skamania,WA,Passenger,57,40,97,8338,8435,1.15
September 30 2022,Stevens,WA,Passenger,81,56,137,30069,30206,0.45
November 30 2019,San Juan,WA,Truck,0,0,0,5928,5928,0.00
May 31 2018,Cook,IL,Passenger,1,0,1,272,273,0.37
May 31 2023,El Paso,CO,Passenger,3,2,5,497,502,1.00
January 31 2019,Montgomery,PA,Passenger,2,0,2,35,37,5.41
August 31 2018,Thurston,WA,Passenger,603,517,1120,194238,195358,0.57
December 31 2019,Albemarle,VA,Passenger,1,0,1,26,27,3.70
August 31 2023,Skagit,WA,Truck,26,0,26,31288,31314,0.08
March 31 2018,Adams,WA,Truck,0,0,0,5151,5151,0.00
December 31 2019,Harrison,MS,Passenger,1,0,1,56,57,1.75
May 31 2021,Okanogan,WA,Truck,0,0,0,16753,16753,0.00
January 31 2017,Manassas,VA,Passenger,0,1,1,8,9,11.11
June 30 2023,Kittitas,WA,Truck,8,0,8,14502,14510,0.06
October 31 2021,Wake,NC,Passenger,1,0,1,121,122,0.82
May 31 2022,Lane,OR,Passenger,0,2,2,97,99,2.02
May 31 2020,Nueces,TX,Passenger,1,0,1,80,81,1.23
October 31 2017,Stevens,WA,Truck,0,0,0,18304,18304,0.00
March 31 2022,Onslow,NC,Passenger,0,1,1,166,167,0.60
April 30 2020,Hamilton,IN,Passenger,1,0,1,41,42,2.38
September 30 2023,Columbia,WA,Truck,0,0,0,1521,1521,0.00
March 31 2022,Carroll,NH,Passenger,0,1,1,5,6,16.67
November 30 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
March 31 2017,Muscogee,GA,Passenger,0,1,1,253,254,0.39
August 31 2023,Kern,CA,Passenger,1,1,2,159,161,1.24
September 30 2022,San Bernardino,CA,Passenger,1,1,2,299,301,0.66
February 29 2020,Montgomery,TX,Passenger,1,0,1,55,56,1.79
August 31 2017,Wayne,MI,Passenger,0,1,1,68,69,1.45
April 30 2021,Lewis,WA,Passenger,146,135,281,59770,60051,0.47
October 31 2018,Kittitas,WA,Passenger,57,35,92,29275,29367,0.31
July 31 2018,Orange,CA,Passenger,4,1,5,569,574,0.87
May 31 2017,Island,WA,Passenger,113,130,243,59915,60158,0.40
September 30 2019,Franklin,WA,Passenger,51,73,124,60360,60484,0.21
October 31 2020,El Dorado,CA,Passenger,1,0,1,34,35,2.86
February 28 2017,Tulare,CA,Passenger,1,0,1,200,201,0.50
November 30 2017,Volusia,FL,Passenger,0,1,1,40,41,2.44
March 31 2019,Bexar,TX,Passenger,3,4,7,685,692,1.01
September 30 2022,District of Columbia,DC,Passenger,3,0,3,162,165,1.82
September 30 2021,Skamania,WA,Truck,0,0,0,4041,4041,0.00
September 30 2023,Pacific,WA,Truck,5,0,5,7619,7624,0.07
December 31 2022,Lincoln,OR,Passenger,0,1,1,15,16,6.25
April 30 2020,Kent,MI,Passenger,0,1,1,24,25,4.00
June 30 2021,San Juan,WA,Passenger,431,135,566,14250,14816,3.82
September 30 2021,Lake,FL,Passenger,1,0,1,22,23,4.35
October 31 2019,Jefferson,WA,Passenger,210,126,336,25153,25489,1.32
May 31 2022,Orange,CA,Passenger,5,2,7,375,382,1.83
February 29 2020,Stevens,WA,Truck,0,0,0,18752,18752,0.00
July 31 2021,Meade,KY,Passenger,1,0,1,24,25,4.00
November 30 2021,Clackamas,OR,Passenger,2,0,2,163,165,1.21
June 30 2017,Franklin,OH,Passenger,0,1,1,122,123,0.81
July 31 2023,Harrison,MS,Passenger,1,0,1,25,26,3.85
September 30 2020,Lincoln,WA,Passenger,5,10,15,7594,7609,0.20
March 31 2022,Fort Bend,TX,Passenger,1,0,1,32,33,3.03
April 30 2022,El Paso,CO,Passenger,3,1,4,626,630,0.63
October 31 2021,Los Angeles,CA,Passenger,6,9,15,855,870,1.72
April 30 2022,Fort Bend,TX,Passenger,1,0,1,31,32,3.12
December 31 2022,Kent,DE,Passenger,1,0,1,49,50,2.00
September 30 2023,Arapahoe,CO,Passenger,1,1,2,59,61,3.28
June 30 2022,Bartow,GA,Passenger,0,1,1,3,4,25.00
October 31 2018,Franklin,WA,Truck,0,0,0,18951,18951,0.00
May 31 2017,Island,WA,Truck,0,0,0,20524,20524,0.00
October 31 2017,Island,WA,Truck,0,0,0,20587,20587,0.00
July 31 2023,Los Angeles,CA,Passenger,4,4,8,547,555,1.44
May 31 2023,Contra Costa,CA,Passenger,0,3,3,190,193,1.55
April 30 2023,Grant,WA,Truck,10,0,10,27973,27983,0.04
January 31 2023,Okanogan,WA,Truck,2,0,2,16442,16444,0.01
April 30 2018,San Francisco,CA,Passenger,0,1,1,135,136,0.74
August 31 2017,Maui,HI,Passenger,1,0,1,69,70,1.43
January 31 2020,Spokane,WA,Truck,1,0,1,96893,96894,0.00
December 31 2018,Flathead,MT,Passenger,1,0,1,58,59,1.69
October 31 2022,Fairbanks North Star,AK,Passenger,0,1,1,63,64,1.56
October 31 2019,Asotin,WA,Truck,0,0,0,6694,6694,0.00
August 31 2019,Grant,WA,Passenger,45,61,106,65166,65272,0.16
March 31 2022,Stafford,VA,Passenger,2,1,3,89,92,3.26
November 30 2021,Goochland,VA,Passenger,3,2,5,189,194,2.58
June 30 2023,Arapahoe,CO,Passenger,1,1,2,66,68,2.94
August 31 2023,Grant,WA,Passenger,304,135,439,66168,66607,0.66
November 30 2021,Chelan,WA,Truck,0,0,0,23092,23092,0.00
March 31 2018,Ada,ID,Passenger,0,2,2,342,344,0.58
March 31 2019,Yakima,WA,Passenger,89,102,191,164200,164391,0.12
December 31 2022,Pend Oreille,WA,Passenger,21,13,34,8956,8990,0.38
June 30 2019,Okanogan,WA,Passenger,22,25,47,26075,26122,0.18
September 30 2019,San Juan,WA,Passenger,229,73,302,14425,14727,2.05
February 28 2023,Allen,IN,Passenger,1,0,1,15,16,6.25
March 31 2019,Manatee,FL,Passenger,1,0,1,33,34,2.94
September 30 2018,Morris,NJ,Passenger,1,0,1,17,18,5.56
December 31 2019,Osceola,FL,Passenger,1,0,1,43,44,2.27
February 28 2017,Chelan,WA,Passenger,55,29,84,51754,51838,0.16
May 31 2023,Multnomah,OR,Passenger,1,2,3,410,413,0.73
May 31 2021,Los Angeles,CA,Passenger,9,11,20,912,932,2.15
August 31 2022,Alameda,CA,Passenger,5,0,5,184,189,2.65
June 30 2022,Charleston,SC,Passenger,2,2,4,65,69,5.80
May 31 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
June 30 2018,Frederick,MD,Passenger,0,1,1,87,88,1.14
June 30 2021,Lake,IN,Passenger,0,1,1,9,10,10.00
December 31 2020,Fairfax,VA,Passenger,5,3,8,711,719,1.11
March 31 2021,Whitman,WA,Passenger,54,44,98,21926,22024,0.44
October 31 2017,Klickitat,WA,Passenger,23,27,50,14804,14854,0.34
July 31 2022,Jefferson,WA,Truck,3,0,3,9456,9459,0.03
October 31 2019,Shelby,TN,Passenger,0,1,1,98,99,1.01
April 30 2018,Portsmouth,VA,Passenger,0,1,1,72,73,1.37
February 28 2021,Yakima,WA,Truck,0,0,0,61141,61141,0.00
June 30 2023,Kern,CA,Passenger,1,1,2,168,170,1.18
March 31 2021,Lee,FL,Passenger,1,0,1,40,41,2.44
September 30 2020,Gwinnett,GA,Passenger,1,0,1,70,71,1.41
March 31 2017,Grays Harbor,WA,Truck,0,0,0,19864,19864,0.00
April 30 2021,Nassau,NY,Passenger,4,0,4,31,35,11.43
June 30 2017,Yakima,WA,Passenger,45,57,102,159396,159498,0.06
January 31 2020,Skamania,WA,Passenger,29,19,48,8767,8815,0.54
June 30 2019,Columbia,WA,Passenger,2,2,4,2451,2455,0.16
January 31 2017,Whatcom,WA,Truck,2,0,2,41337,41339,0.00
January 31 2021,Gwinnett,GA,Passenger,1,0,1,67,68,1.47
December 31 2020,Lane,OR,Passenger,0,1,1,145,146,0.68
December 31 2017,Shelby,TN,Passenger,0,1,1,106,107,0.93
September 30 2017,Snohomish,WA,Passenger,1911,974,2885,514344,517229,0.56
February 28 2021,Maui,HI,Passenger,2,0,2,28,30,6.67
June 30 2020,Sumter,FL,Passenger,0,1,1,9,10,10.00
July 31 2019,Nantucket,MA,Passenger,1,0,1,2,3,33.33
April 30 2022,Klickitat,WA,Passenger,100,55,155,15243,15398,1.01
May 31 2018,Kitsap,WA,Truck,1,0,1,53094,53095,0.00
January 31 2021,Island,WA,Truck,0,0,0,21395,21395,0.00
April 30 2018,Juneau,AK,Passenger,0,1,1,44,45,2.22
April 30 2017,Pend Oreille,WA,Truck,0,0,0,5585,5585,0.00
May 31 2019,New Haven,CT,Passenger,0,2,2,49,51,3.92
January 31 2020,Kent,MI,Passenger,0,1,1,25,26,3.85
December 31 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
April 30 2021,Franklin,WA,Passenger,109,95,204,61938,62142,0.33
September 30 2019,Lewis,WA,Passenger,107,101,208,59354,59562,0.35
February 28 2021,Jefferson,WA,Truck,0,0,0,9575,9575,0.00
September 30 2017,Mercer,NJ,Passenger,0,1,1,18,19,5.26
August 31 2023,Santa Barbara,CA,Passenger,1,0,1,58,59,1.69
May 31 2023,Allen,IN,Passenger,1,0,1,12,13,7.69
January 31 2017,Multnomah,OR,Passenger,0,3,3,1282,1285,0.23
April 30 2022,Collin,TX,Passenger,3,0,3,97,100,3.00
May 31 2022,Nueces,TX,Passenger,1,1,2,53,55,3.64
December 31 2017,Hamilton,TN,Passenger,1,0,1,21,22,4.55
April 30 2022,Lewis,WA,Passenger,232,171,403,59507,59910,0.67
December 31 2020,Suffolk,MA,Passenger,0,2,2,35,37,5.41
July 31 2023,Platte,MO,Passenger,1,0,1,20,21,4.76
December 31 2017,Benton,WA,Passenger,172,168,340,130223,130563,0.26
August 31 2017,Lewis,WA,Passenger,55,38,93,55788,55881,0.17
November 30 2019,,,Passenger,5,1,6,401,407,1.47
October 31 2018,Volusia,FL,Passenger,0,1,1,39,40,2.50
October 31 2020,Twin Falls,ID,Passenger,0,1,1,23,24,4.17
March 31 2019,Spokane,WA,Passenger,490,393,883,307758,308641,0.29
October 31 2017,Lincoln,WA,Passenger,2,5,7,7574,7581,0.09
July 31 2021,Philadelphia,PA,Passenger,1,0,1,47,48,2.08
March 31 2023,Adams,CO,Passenger,1,0,1,28,29,3.45
July 31 2021,Dallas,IA,Passenger,0,1,1,8,9,11.11
March 31 2020,Snohomish,WA,Truck,0,0,0,123715,123715,0.00
January 31 2018,Gwinnett,GA,Passenger,0,1,1,83,84,1.19
September 30 2023,Whatcom,WA,Passenger,2686,939,3625,143361,146986,2.47
April 30 2017,Arlington,VA,Passenger,1,1,2,168,170,1.18
March 31 2023,Pend Oreille,WA,Passenger,28,13,41,8926,8967,0.46
June 30 2023,Deschutes,OR,Passenger,1,0,1,50,51,1.96
July 31 2021,Pacific,WA,Truck,0,0,0,7961,7961,0.00
June 30 2020,Walla Walla,WA,Passenger,73,62,135,35830,35965,0.38
June 30 2019,Albemarle,VA,Passenger,1,0,1,23,24,4.17
March 31 2022,Charles,MD,Passenger,0,1,1,62,63,1.59
August 31 2019,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
March 31 2020,Jefferson,WA,Truck,0,0,0,9593,9593,0.00
August 31 2021,Allegheny,PA,Passenger,1,1,2,65,67,2.99
October 31 2019,Prince George's,MD,Passenger,1,1,2,182,184,1.09
December 31 2022,Meade,KY,Passenger,1,0,1,17,18,5.56
January 31 2022,Denton,TX,Passenger,1,0,1,73,74,1.35
December 31 2021,Hawaii,HI,Passenger,1,0,1,43,44,2.27
January 31 2023,Hamilton,OH,Truck,1,0,1,2,3,33.33
February 29 2020,Lincoln,WA,Passenger,1,12,13,7781,7794,0.17
July 31 2021,Lewis,WA,Passenger,165,144,309,59648,59957,0.52
March 31 2019,Pend Oreille,WA,Truck,0,0,0,5721,5721,0.00
June 30 2018,Orange,CA,Passenger,4,1,5,572,577,0.87
September 30 2018,Hawaii,HI,Passenger,1,0,1,72,73,1.37
October 31 2022,Rockdale,GA,Passenger,1,0,1,6,7,14.29
December 31 2022,Orange,CA,Passenger,8,2,10,335,345,2.90
February 28 2018,Orange,FL,Passenger,2,1,3,170,173,1.73
May 31 2017,Cascade,MT,Passenger,0,1,1,61,62,1.61
March 31 2023,Bartow,GA,Passenger,0,1,1,3,4,25.00
August 31 2021,Champaign,IL,Passenger,1,0,1,12,13,7.69
July 31 2018,Sangamon,IL,Passenger,1,0,1,11,12,8.33
August 31 2020,Grays Harbor,WA,Passenger,111,116,227,48352,48579,0.47
February 28 2023,Fairfax,VA,Passenger,7,3,10,565,575,1.74
August 31 2017,Kitsap,WA,Truck,1,0,1,52565,52566,0.00
September 30 2019,Douglas,NE,Passenger,0,1,1,61,62,1.61
January 31 2018,Cook,IL,Passenger,1,0,1,287,288,0.35
September 30 2019,Columbia,WA,Truck,0,0,0,1536,1536,0.00
October 31 2022,DeKalb,GA,Passenger,1,0,1,48,49,2.04
December 31 2022,Fairfax,VA,Truck,1,0,1,103,104,0.96
November 30 2020,Snohomish,WA,Passenger,4955,1821,6776,537993,544769,1.24
July 31 2020,Franklin,WA,Passenger,65,79,144,60774,60918,0.24
November 30 2020,Orange,CA,Passenger,4,3,7,469,476,1.47
June 30 2021,Garfield,WA,Truck,0,0,0,997,997,0.00
December 31 2017,Howard,MD,Passenger,0,2,2,88,90,2.22
August 31 2023,San Juan,WA,Truck,16,0,16,5835,5851,0.27
September 30 2017,San Juan,WA,Truck,0,0,0,5558,5558,0.00
July 31 2018,Pend Oreille,WA,Truck,0,0,0,5698,5698,0.00
March 31 2017,Volusia,FL,Passenger,0,1,1,47,48,2.08
August 31 2018,Montgomery,MD,Passenger,1,0,1,287,288,0.35
November 30 2021,Montgomery,MD,Passenger,3,2,5,212,217,2.30
June 30 2019,Franklin,WA,Truck,0,0,0,19270,19270,0.00
September 30 2022,Anne Arundel,MD,Passenger,4,3,7,330,337,2.08
